transaction_id,timestamp,sender_bank,amount,channel,location,device_type,is_fraud
TRX-1025759,2024-01-28 17:30:00,Moniepoint,15590.95,Mobile App,Abuja,Web,0
TRX-1025760,2024-01-28 02:02:00,OPay,12813.84,POS,Port Harcourt,iPhone,0
TRX-1025761,2024-01-28 11:10:00,OPay,436260.36,USSD,Kano,Android,0
TRX-1025762,2024-01-26 16:18:00,Access,3288.13,Web,Kano,Feature Phone,0
TRX-1025763,2024-01-01 21:42:00,Kuda,14806.02,Web,Port Harcourt,Android,0
TRX-1025764,2024-01-22 04:17:00,GTBank,19371.46,POS,Kano,Android,0
TRX-1025765,2024-01-03 06:12:00,Moniepoint,316128.71,USSD,Port Harcourt,Web,0
TRX-1025766,2024-01-17 13:02:00,OPay,455890.08,Mobile App,Abuja,Android,0
TRX-1025767,2024-01-06 07:04:00,OPay,19760.45,USSD,Kano,iPhone,0
TRX-1025768,2024-01-03 08:57:00,Moniepoint,9850.0,Mobile App,Lagos,iPhone,0
TRX-1025769,2024-01-05 01:29:00,Kuda,61697.73,Mobile App,Enugu,Android,1
TRX-1025770,2024-01-09 05:23:00,Moniepoint,112425.68,Web,Lagos,iPhone,1
TRX-1025771,2024-01-05 21:30:00,Kuda,210414.63,Mobile App,Kano,iPhone,0
TRX-1025772,2024-01-25 08:44:00,Access,11795.71,POS,Abuja,Web,0
TRX-1025773,2024-01-02 20:27:00,Zenith,6423.44,POS,Port Harcourt,Android,0
TRX-1025774,2024-01-08 17:17:00,OPay,13918.92,USSD,Ibadan,Feature Phone,0
TRX-1025775,2024-01-17 08:59:00,Zenith,16620.57,POS,Enugu,Android,0
TRX-1025776,2024-01-14 15:58:00,OPay,11757.46,POS,Port Harcourt,Android,0
TRX-1025777,2024-01-27 12:37:00,Access,11226.9,USSD,Port Harcourt,Android,0
TRX-1025778,2024-01-11 20:29:00,Zenith,15418.01,Web,Enugu,Android,0
TRX-1025779,2024-01-07 06:19:00,Kuda,5221.97,Web,Kano,Web,0
TRX-1025780,2024-01-26 21:06:00,GTBank,3315.4,USSD,Abuja,Feature Phone,0
TRX-1025781,2024-01-18 20:59:00,Zenith,446813.8,USSD,Abuja,Feature Phone,0
TRX-1025782,2024-01-04 23:18:00,OPay,5548.97,Mobile App,Ibadan,iPhone,0
TRX-1025783,2024-01-30 14:10:00,Moniepoint,3734.71,POS,Abuja,Android,0
TRX-1025784,2024-01-11 16:40:00,Kuda,16263.17,Mobile App,Kano,iPhone,0
TRX-1025785,2024-01-29 19:28:00,Access,2548.19,Web,Kano,iPhone,0
TRX-1025786,2024-01-31 16:33:00,GTBank,8109.85,Mobile App,Port Harcourt,iPhone,0
TRX-1025787,2024-01-12 21:20:00,Access,341018.19,POS,Kano,iPhone,0
TRX-1025788,2024-01-16 01:03:00,OPay,11908.27,Web,Abuja,Web,0
TRX-1025789,2024-01-25 21:34:00,GTBank,11548.36,Web,Kano,iPhone,0
TRX-1025790,2024-01-31 21:07:00,GTBank,92282.37,Web,Abuja,Android,0
TRX-1025791,2024-01-17 05:35:00,OPay,16681.71,POS,Enugu,Web,0
TRX-1025792,2024-01-20 15:02:00,Access,213117.57,Web,Kano,Android,0
TRX-1025793,2024-01-30 12:24:00,Access,11905.97,USSD,Kano,iPhone,0
TRX-1025794,2024-01-07 18:30:00,OPay,6999.15,USSD,Abuja,Web,0
TRX-1025795,2024-01-16 10:10:00,GTBank,18567.97,USSD,Port Harcourt,iPhone,0
TRX-1025796,2024-01-25 00:59:00,Moniepoint,57064.16,Web,Kano,Android,0
TRX-1025797,2024-01-27 13:55:00,GTBank,3893.95,USSD,Ibadan,Feature Phone,0
TRX-1025798,2024-01-10 10:35:00,Zenith,12803.19,Web,Kano,Web,0
TRX-1025799,2024-01-14 10:29:00,Moniepoint,18473.08,Mobile App,Ibadan,iPhone,0
TRX-1025800,2024-01-09 11:41:00,Access,4845.79,USSD,Kano,Android,0
TRX-1025801,2024-01-09 21:15:00,Access,16158.22,USSD,Ibadan,iPhone,0
TRX-1025802,2024-01-20 09:49:00,Kuda,4494.83,Web,Abuja,iPhone,0
TRX-1025803,2024-01-14 10:49:00,Zenith,10202.11,USSD,Enugu,Android,0
TRX-1025804,2024-01-16 03:29:00,Zenith,8956.17,Web,Kano,Web,0
TRX-1025805,2024-01-29 13:12:00,Moniepoint,55721.48,Mobile App,Enugu,iPhone,0
TRX-1025806,2024-01-17 20:44:00,GTBank,17850.68,Web,Ibadan,Feature Phone,0
TRX-1025807,2024-01-22 10:39:00,Kuda,18405.91,POS,Abuja,iPhone,0
TRX-1025808,2024-01-25 16:16:00,Moniepoint,8539.21,USSD,Ibadan,iPhone,0
TRX-1025809,2024-01-17 02:55:00,Access,5654.5,USSD,Ibadan,Feature Phone,0
TRX-1025810,2024-01-08 10:48:00,Kuda,2607.19,USSD,Lagos,Android,0
TRX-1025811,2024-01-05 05:37:00,Kuda,16049.22,USSD,Ibadan,Feature Phone,0
TRX-1025812,2024-01-06 09:12:00,GTBank,541.42,Web,Enugu,Feature Phone,0
TRX-1025813,2024-01-06 01:25:00,Zenith,6991.35,POS,Lagos,Android,0
TRX-1025814,2024-01-15 06:28:00,GTBank,584.21,Web,Ibadan,Feature Phone,0
TRX-1025815,2024-01-03 19:25:00,Zenith,883.75,Mobile App,Abuja,Android,0
TRX-1025816,2024-01-12 20:16:00,GTBank,485236.54,POS,Lagos,Android,0
TRX-1025817,2024-01-09 04:10:00,GTBank,226615.21,POS,Port Harcourt,Web,0
TRX-1025818,2024-01-11 02:57:00,Moniepoint,11824.17,Mobile App,Lagos,iPhone,0
TRX-1025819,2024-01-20 13:36:00,Access,4648.31,Mobile App,Port Harcourt,Feature Phone,0
TRX-1025820,2024-01-24 18:35:00,Access,15163.8,Web,Enugu,iPhone,0
TRX-1025821,2024-01-20 19:56:00,Kuda,6299.94,Web,Lagos,Feature Phone,0
TRX-1025822,2024-01-10 02:37:00,Access,17368.45,POS,Abuja,iPhone,0
TRX-1025823,2024-01-16 05:01:00,Access,5394.91,USSD,Port Harcourt,Web,0
TRX-1025824,2024-01-23 12:33:00,Zenith,8043.97,USSD,Port Harcourt,Feature Phone,0
TRX-1025825,2024-01-09 07:51:00,OPay,474669.84,POS,Kano,Feature Phone,0
TRX-1025826,2024-01-30 20:58:00,OPay,11654.58,USSD,Port Harcourt,Android,0
TRX-1025827,2024-01-07 21:53:00,Kuda,3954.45,POS,Ibadan,Web,0
TRX-1025828,2024-01-05 07:25:00,Kuda,8160.28,USSD,Port Harcourt,iPhone,0
TRX-1025829,2024-01-17 01:28:00,Zenith,11162.43,USSD,Abuja,Android,0
TRX-1025830,2024-01-09 07:53:00,Zenith,9075.36,Mobile App,Abuja,iPhone,0
TRX-1025831,2024-01-18 05:22:00,Access,15688.11,Web,Lagos,Android,0
TRX-1025832,2024-01-25 06:58:00,Zenith,6233.68,POS,Kano,Web,0
TRX-1025833,2024-01-20 17:40:00,Moniepoint,7873.95,USSD,Abuja,iPhone,0
TRX-1025834,2024-01-28 11:49:00,Access,2380.14,USSD,Ibadan,Feature Phone,0
TRX-1025835,2024-01-11 12:47:00,GTBank,9325.48,POS,Ibadan,Web,0
TRX-1025836,2024-01-08 04:08:00,OPay,10932.92,USSD,Abuja,Web,0
TRX-1025837,2024-01-09 06:23:00,Kuda,1771.31,USSD,Ibadan,Feature Phone,0
TRX-1025838,2024-01-05 07:39:00,GTBank,2027.97,USSD,Lagos,iPhone,0
TRX-1025839,2024-01-25 16:21:00,Access,7597.89,USSD,Enugu,Feature Phone,0
TRX-1025840,2024-01-25 09:35:00,Kuda,13882.12,POS,Lagos,Android,0
TRX-1025841,2024-01-30 07:59:00,Moniepoint,13379.62,Mobile App,Lagos,Feature Phone,0
TRX-1025842,2024-01-08 19:59:00,OPay,4481.32,POS,Port Harcourt,Web,0
TRX-1025843,2024-01-05 11:00:00,GTBank,229600.31,Mobile App,Port Harcourt,Android,0
TRX-1025844,2024-01-10 06:37:00,Access,1851.4,POS,Abuja,Feature Phone,0
TRX-1025845,2024-01-18 12:38:00,GTBank,498225.13,Mobile App,Ibadan,Android,0
TRX-1025846,2024-01-02 01:20:00,Kuda,19914.21,USSD,Ibadan,iPhone,0
TRX-1025847,2024-01-29 16:54:00,OPay,15367.11,USSD,Port Harcourt,Feature Phone,0
TRX-1025848,2024-01-21 04:42:00,OPay,5930.41,Mobile App,Ibadan,Web,0
TRX-1025849,2024-01-12 20:33:00,Kuda,175040.24,POS,Enugu,Web,0
TRX-1025850,2024-01-18 20:23:00,Moniepoint,3769.72,Web,Enugu,iPhone,0
TRX-1025851,2024-01-01 18:09:00,GTBank,17617.42,POS,Abuja,Feature Phone,0
TRX-1025852,2024-01-17 08:14:00,OPay,9822.72,Web,Lagos,Feature Phone,0
TRX-1025853,2024-01-10 19:05:00,OPay,1321.37,USSD,Ibadan,Web,0
TRX-1025854,2024-01-19 02:20:00,Moniepoint,1416.43,Web,Abuja,Web,0
TRX-1025855,2024-01-10 04:46:00,GTBank,12865.73,USSD,Kano,Web,0
TRX-1025856,2024-01-11 02:08:00,GTBank,209547.5,POS,Port Harcourt,Feature Phone,1
TRX-1025857,2024-01-17 21:08:00,OPay,5967.68,POS,Enugu,Android,0
TRX-1025858,2024-01-20 02:27:00,Moniepoint,419541.88,POS,Ibadan,iPhone,0
TRX-1025859,2024-01-05 19:46:00,Moniepoint,15571.58,USSD,Kano,Feature Phone,0
TRX-1025860,2024-01-31 23:10:00,Access,8015.83,USSD,Abuja,iPhone,0
TRX-1025861,2024-01-14 01:10:00,OPay,457551.2,POS,Abuja,Android,0
TRX-1025862,2024-01-31 11:25:00,OPay,499938.93,POS,Enugu,Feature Phone,0
TRX-1025863,2024-01-20 18:04:00,Access,15522.36,Mobile App,Enugu,Feature Phone,0
TRX-1025864,2024-01-04 06:40:00,Moniepoint,299728.89,Mobile App,Abuja,Feature Phone,0
TRX-1025865,2024-01-07 21:03:00,Zenith,5508.6,Web,Port Harcourt,iPhone,0
TRX-1025866,2024-01-21 23:06:00,Zenith,19239.36,USSD,Kano,iPhone,0
TRX-1025867,2024-01-16 05:20:00,Zenith,272481.99,Mobile App,Ibadan,Android,0
TRX-1025868,2024-01-28 00:40:00,OPay,2110.35,POS,Abuja,Web,0
TRX-1025869,2024-01-02 02:01:00,Zenith,50630.93,POS,Lagos,iPhone,1
TRX-1025870,2024-01-15 08:41:00,GTBank,16981.53,Web,Abuja,iPhone,0
TRX-1025871,2024-01-05 12:53:00,Moniepoint,8644.5,POS,Kano,iPhone,0
TRX-1025872,2024-01-08 20:59:00,Access,17572.05,POS,Kano,Web,0
TRX-1025873,2024-01-19 05:23:00,Zenith,16939.55,Web,Kano,Android,0
TRX-1025874,2024-01-04 18:11:00,GTBank,3904.83,Mobile App,Port Harcourt,iPhone,0
TRX-1025875,2024-01-14 23:47:00,OPay,175884.41,POS,Kano,Feature Phone,0
TRX-1025876,2024-01-05 18:17:00,GTBank,2364.53,USSD,Port Harcourt,Android,0
TRX-1025877,2024-01-05 11:40:00,Moniepoint,14386.17,Web,Port Harcourt,Android,0
TRX-1025878,2024-01-25 01:12:00,OPay,5753.05,USSD,Lagos,Android,0
TRX-1025879,2024-01-09 06:06:00,GTBank,9634.11,USSD,Ibadan,Android,0
TRX-1025880,2024-01-13 17:00:00,Moniepoint,11453.92,POS,Port Harcourt,iPhone,0
TRX-1025881,2024-01-18 15:24:00,Moniepoint,15556.07,USSD,Kano,iPhone,0
TRX-1025882,2024-01-29 01:19:00,GTBank,12582.0,Mobile App,Port Harcourt,Web,0
TRX-1025883,2024-01-22 10:43:00,GTBank,9449.67,POS,Abuja,Android,0
TRX-1025884,2024-01-03 17:05:00,GTBank,9569.25,Mobile App,Abuja,Android,0
TRX-1025885,2024-01-24 16:12:00,Access,282166.05,Web,Port Harcourt,iPhone,0
TRX-1025886,2024-01-26 17:42:00,Kuda,196638.28,Web,Enugu,Feature Phone,0
TRX-1025887,2024-01-17 23:26:00,Moniepoint,14769.58,Mobile App,Lagos,Android,0
TRX-1025888,2024-01-11 03:54:00,Access,3057.89,USSD,Kano,Feature Phone,0
TRX-1025889,2024-01-17 20:06:00,Moniepoint,13570.41,Mobile App,Ibadan,iPhone,0
TRX-1025890,2024-01-05 21:52:00,Kuda,410711.8,USSD,Lagos,Web,0
TRX-1025891,2024-01-01 11:16:00,OPay,19823.98,Mobile App,Ibadan,Android,0
TRX-1025892,2024-01-20 17:42:00,GTBank,8554.76,POS,Abuja,iPhone,0
TRX-1025893,2024-01-06 13:00:00,Access,6097.95,Web,Abuja,Android,0
TRX-1025894,2024-01-30 23:17:00,Kuda,17426.76,POS,Abuja,iPhone,0
TRX-1025895,2024-01-30 12:35:00,Moniepoint,14053.03,POS,Ibadan,Feature Phone,0
TRX-1025896,2024-01-08 10:40:00,Moniepoint,13748.86,USSD,Enugu,iPhone,0
TRX-1025897,2024-01-05 17:42:00,Access,9765.61,Web,Enugu,Web,0
TRX-1025898,2024-01-09 10:57:00,Zenith,11961.59,Mobile App,Ibadan,Android,0
TRX-1025899,2024-01-17 10:52:00,OPay,17024.2,USSD,Lagos,iPhone,0
TRX-1025900,2024-01-01 00:31:00,GTBank,5176.85,Mobile App,Lagos,Web,0
TRX-1025901,2024-01-30 03:00:00,OPay,220360.72,POS,Kano,iPhone,1
TRX-1025902,2024-01-26 15:38:00,Kuda,17225.16,Mobile App,Ibadan,iPhone,0
TRX-1025903,2024-01-30 02:00:00,Kuda,6430.2,POS,Enugu,Feature Phone,0
TRX-1025904,2024-01-07 08:11:00,Moniepoint,479102.13,POS,Kano,Web,0
TRX-1025905,2024-01-24 19:00:00,Access,6323.45,POS,Lagos,Android,0
TRX-1025906,2024-01-06 20:40:00,Zenith,1048.31,Web,Kano,Android,0
TRX-1025907,2024-01-12 06:38:00,Moniepoint,18362.23,POS,Ibadan,Web,0
TRX-1025908,2024-01-22 02:34:00,Moniepoint,17792.54,Web,Ibadan,Feature Phone,0
TRX-1025909,2024-01-25 05:44:00,OPay,8402.27,POS,Enugu,Android,0
TRX-1025910,2024-01-29 06:01:00,OPay,16722.42,Mobile App,Enugu,Android,0
TRX-1025911,2024-01-25 01:37:00,Moniepoint,330742.89,POS,Port Harcourt,Android,0
TRX-1025912,2024-01-02 17:09:00,Moniepoint,2920.9,Web,Enugu,Android,0
TRX-1025913,2024-01-28 05:37:00,Moniepoint,11412.25,USSD,Ibadan,iPhone,0
TRX-1025914,2024-01-10 14:47:00,Kuda,5658.28,POS,Abuja,Feature Phone,0
TRX-1025915,2024-01-22 17:25:00,Kuda,364433.69,USSD,Abuja,iPhone,0
TRX-1025916,2024-01-25 23:52:00,GTBank,10650.42,USSD,Lagos,Feature Phone,0
TRX-1025917,2024-01-15 15:32:00,Access,61387.21,Mobile App,Ibadan,Web,0
TRX-1025918,2024-01-20 04:51:00,Kuda,7409.09,USSD,Abuja,iPhone,0
TRX-1025919,2024-01-24 11:14:00,Zenith,437559.4,USSD,Lagos,Web,0
TRX-1025920,2024-01-17 21:48:00,Moniepoint,7507.43,Web,Abuja,iPhone,0
TRX-1025921,2024-01-03 22:08:00,Moniepoint,181558.11,Web,Port Harcourt,Web,0
TRX-1025922,2024-01-24 18:19:00,Moniepoint,14598.67,Web,Lagos,iPhone,0
TRX-1025923,2024-01-28 06:34:00,Zenith,2879.75,Web,Ibadan,Web,0
TRX-1025924,2024-01-19 16:50:00,Zenith,2683.44,USSD,Kano,Feature Phone,0
TRX-1025925,2024-01-09 22:30:00,Access,433182.45,POS,Ibadan,Feature Phone,0
TRX-1025926,2024-01-05 13:28:00,Kuda,3840.69,POS,Ibadan,Feature Phone,0
TRX-1025927,2024-01-23 09:08:00,GTBank,1976.17,Mobile App,Abuja,Web,0
TRX-1025928,2024-01-03 20:19:00,OPay,18884.42,POS,Abuja,Feature Phone,0
TRX-1025929,2024-01-12 22:51:00,Zenith,355542.06,USSD,Enugu,iPhone,0
TRX-1025930,2024-01-26 00:47:00,Zenith,11562.42,Mobile App,Enugu,Web,0
TRX-1025931,2024-01-13 14:18:00,GTBank,11883.24,Mobile App,Ibadan,iPhone,0
TRX-1025932,2024-01-14 00:56:00,Kuda,420281.49,Mobile App,Enugu,Android,0
TRX-1025933,2024-01-20 02:14:00,Access,2688.04,POS,Lagos,Web,0
TRX-1025934,2024-01-22 01:11:00,Moniepoint,10780.63,Web,Enugu,Feature Phone,0
TRX-1025935,2024-01-12 07:25:00,Access,227482.35,Mobile App,Ibadan,Web,0
TRX-1025936,2024-01-10 20:52:00,OPay,16079.71,Web,Lagos,iPhone,0
TRX-1025937,2024-01-09 20:41:00,Moniepoint,15343.52,Mobile App,Enugu,Web,0
TRX-1025938,2024-01-24 14:28:00,GTBank,8679.12,Web,Ibadan,Web,0
TRX-1025939,2024-01-12 18:07:00,Kuda,13193.27,Mobile App,Port Harcourt,Feature Phone,0
TRX-1025940,2024-01-24 08:08:00,Kuda,5485.24,POS,Abuja,Feature Phone,0
TRX-1025941,2024-01-31 12:49:00,OPay,9693.02,POS,Kano,Web,0
TRX-1025942,2024-01-09 14:35:00,Zenith,393627.17,POS,Port Harcourt,Android,0
TRX-1025943,2024-01-08 17:38:00,Zenith,289505.08,POS,Port Harcourt,Feature Phone,0
TRX-1025944,2024-01-27 08:00:00,GTBank,13483.87,Mobile App,Abuja,Android,0
TRX-1025945,2024-01-17 17:42:00,GTBank,227150.71,USSD,Ibadan,Web,0
TRX-1025946,2024-01-13 09:30:00,GTBank,18239.17,Web,Lagos,Android,0
TRX-1025947,2024-01-20 23:06:00,Kuda,8829.47,POS,Kano,iPhone,0
TRX-1025948,2024-01-13 22:49:00,GTBank,366424.92,USSD,Enugu,iPhone,0
TRX-1025949,2024-01-27 05:34:00,Zenith,212050.93,POS,Enugu,iPhone,0
TRX-1025950,2024-01-31 12:39:00,Zenith,6067.93,POS,Kano,iPhone,0
TRX-1025951,2024-01-04 01:58:00,Zenith,12134.48,POS,Abuja,Feature Phone,0
TRX-1025952,2024-01-20 12:32:00,OPay,354710.52,Mobile App,Lagos,Feature Phone,0
TRX-1025953,2024-01-16 22:46:00,Kuda,391184.11,POS,Kano,Android,0
TRX-1025954,2024-01-22 21:14:00,GTBank,8440.79,Web,Port Harcourt,iPhone,0
TRX-1025955,2024-01-09 14:56:00,OPay,13937.76,Web,Enugu,Android,0
TRX-1025956,2024-01-19 16:10:00,GTBank,13872.26,Mobile App,Ibadan,Feature Phone,0
TRX-1025957,2024-01-01 10:26:00,GTBank,124510.11,Mobile App,Enugu,iPhone,0
TRX-1025958,2024-01-01 19:51:00,Access,8073.52,Web,Abuja,iPhone,0
TRX-1025959,2024-01-01 18:50:00,Access,8255.0,POS,Ibadan,iPhone,0
TRX-1025960,2024-01-07 04:15:00,GTBank,4890.64,Web,Abuja,iPhone,0
TRX-1025961,2024-01-16 06:32:00,Access,491671.92,Web,Enugu,Web,1
TRX-1025962,2024-01-02 14:10:00,Access,15360.96,POS,Ibadan,Feature Phone,0
TRX-1025963,2024-01-31 18:09:00,Zenith,12470.86,USSD,Port Harcourt,Feature Phone,0
TRX-1025964,2024-01-13 20:32:00,Kuda,7569.36,Mobile App,Abuja,Feature Phone,0
TRX-1025965,2024-01-04 12:40:00,Access,14715.02,Mobile App,Enugu,Feature Phone,0
TRX-1025966,2024-01-05 18:00:00,Kuda,15650.12,POS,Ibadan,Feature Phone,0
TRX-1025967,2024-01-25 02:15:00,OPay,1449.0,USSD,Enugu,Web,0
TRX-1025968,2024-01-27 15:48:00,OPay,7368.53,POS,Ibadan,iPhone,0
TRX-1025969,2024-01-02 04:09:00,Zenith,262246.22,Mobile App,Enugu,Android,0
TRX-1025970,2024-01-10 16:29:00,Kuda,9613.02,Web,Abuja,Web,0
TRX-1025971,2024-01-15 10:30:00,Kuda,19097.23,Web,Lagos,Android,0
TRX-1025972,2024-01-22 04:07:00,Moniepoint,17322.87,Web,Ibadan,Android,0
TRX-1025973,2024-01-25 17:19:00,Kuda,18354.85,POS,Lagos,Web,0
TRX-1025974,2024-01-02 17:17:00,OPay,8355.37,USSD,Port Harcourt,Android,0
TRX-1025975,2024-01-07 02:12:00,Kuda,174094.03,POS,Port Harcourt,iPhone,0
TRX-1025976,2024-01-19 05:52:00,Moniepoint,9140.29,POS,Ibadan,iPhone,0
TRX-1025977,2024-01-04 23:03:00,OPay,517.36,POS,Ibadan,Android,0
TRX-1025978,2024-01-23 22:18:00,Access,233350.36,Web,Enugu,iPhone,1
TRX-1025979,2024-01-29 23:19:00,GTBank,19576.99,Web,Lagos,Feature Phone,0
TRX-1025980,2024-01-16 03:36:00,Moniepoint,8427.77,Web,Enugu,Web,0
TRX-1025981,2024-01-07 12:06:00,GTBank,17776.55,POS,Port Harcourt,Feature Phone,0
TRX-1025982,2024-01-30 10:21:00,OPay,1713.94,Web,Enugu,Android,0
TRX-1025983,2024-01-21 22:31:00,Moniepoint,365531.62,Web,Enugu,Web,0
TRX-1025984,2024-01-20 22:20:00,GTBank,290518.18,Web,Lagos,Android,0
TRX-1025985,2024-01-09 14:16:00,OPay,4652.93,USSD,Port Harcourt,Feature Phone,0
TRX-1025986,2024-01-28 01:59:00,OPay,9771.11,Web,Ibadan,Android,0
TRX-1025987,2024-01-18 05:22:00,Access,16787.84,Web,Enugu,Web,0
TRX-1025988,2024-01-19 20:33:00,Kuda,229642.34,Mobile App,Abuja,Android,0
TRX-1025989,2024-01-26 16:05:00,Access,9812.6,POS,Ibadan,Android,0
TRX-1025990,2024-01-27 14:34:00,Kuda,11022.02,POS,Kano,Feature Phone,0
TRX-1025991,2024-01-29 19:19:00,GTBank,149836.38,Web,Port Harcourt,Web,0
TRX-1025992,2024-01-14 17:11:00,Moniepoint,95826.87,Mobile App,Lagos,Feature Phone,0
TRX-1025993,2024-01-13 23:30:00,Moniepoint,8697.58,POS,Kano,Android,0
TRX-1025994,2024-01-25 22:04:00,OPay,1642.77,USSD,Port Harcourt,iPhone,0
TRX-1025995,2024-01-15 06:10:00,OPay,157796.27,USSD,Port Harcourt,Feature Phone,0
TRX-1025996,2024-01-02 22:10:00,Zenith,4319.6,POS,Lagos,Web,0
TRX-1025997,2024-01-01 13:02:00,OPay,180480.32,POS,Port Harcourt,Web,0
TRX-1025998,2024-01-12 10:28:00,OPay,3923.97,Web,Port Harcourt,Web,0
TRX-1025999,2024-01-22 00:53:00,Access,218144.88,Mobile App,Kano,Feature Phone,0
TRX-1026000,2024-01-24 16:25:00,Moniepoint,3063.04,POS,Ibadan,Android,0
TRX-1026001,2024-01-22 08:49:00,GTBank,16559.23,USSD,Port Harcourt,Web,0
TRX-1026002,2024-01-15 06:21:00,GTBank,15637.19,USSD,Enugu,iPhone,0
TRX-1026003,2024-01-03 00:33:00,Moniepoint,209357.9,Web,Lagos,Web,0
TRX-1026004,2024-01-26 14:41:00,GTBank,14209.18,Web,Lagos,Android,0
TRX-1026005,2024-01-02 01:25:00,OPay,226056.0,Web,Ibadan,Web,0
TRX-1026006,2024-01-23 16:43:00,OPay,14730.89,POS,Kano,Feature Phone,0
TRX-1026007,2024-01-26 09:00:00,Kuda,16985.24,USSD,Port Harcourt,Feature Phone,0
TRX-1026008,2024-01-06 23:16:00,GTBank,174751.48,Mobile App,Port Harcourt,Feature Phone,0
TRX-1026009,2024-01-26 09:36:00,OPay,18672.31,Web,Lagos,Feature Phone,0
TRX-1026010,2024-01-18 17:16:00,Kuda,18783.38,Mobile App,Ibadan,Feature Phone,0
TRX-1026011,2024-01-05 23:23:00,OPay,16214.35,Web,Kano,Android,0
TRX-1026012,2024-01-16 15:53:00,OPay,7915.34,POS,Lagos,Feature Phone,0
TRX-1026013,2024-01-25 11:14:00,Moniepoint,10488.07,Mobile App,Port Harcourt,iPhone,0
TRX-1026014,2024-01-23 20:11:00,OPay,15920.6,Web,Enugu,Web,0
TRX-1026015,2024-01-08 17:10:00,Zenith,82166.23,Web,Ibadan,Feature Phone,0
TRX-1026016,2024-01-15 12:46:00,Kuda,13303.46,POS,Enugu,Android,0
TRX-1026017,2024-01-20 20:47:00,GTBank,13888.42,Mobile App,Lagos,Android,0
TRX-1026018,2024-01-07 03:55:00,GTBank,3801.67,POS,Port Harcourt,Feature Phone,0
TRX-1026019,2024-01-16 00:35:00,Zenith,12583.31,POS,Abuja,Android,0
TRX-1026020,2024-01-06 15:46:00,Kuda,11017.25,POS,Lagos,Feature Phone,0
TRX-1026021,2024-01-15 12:45:00,GTBank,17210.12,USSD,Kano,Web,0
TRX-1026022,2024-01-29 01:13:00,Kuda,389493.83,POS,Abuja,iPhone,1
TRX-1026023,2024-01-07 16:00:00,Access,318595.68,Web,Port Harcourt,iPhone,0
TRX-1026024,2024-01-08 11:26:00,Zenith,16397.12,Mobile App,Ibadan,Android,0
TRX-1026025,2024-01-03 04:41:00,GTBank,9235.02,POS,Abuja,iPhone,0
TRX-1026026,2024-01-06 07:28:00,Access,13998.82,Mobile App,Abuja,Web,0
TRX-1026027,2024-01-01 11:09:00,Access,13440.82,POS,Port Harcourt,Feature Phone,0
TRX-1026028,2024-01-26 11:37:00,Zenith,107645.2,Web,Lagos,Feature Phone,0
TRX-1026029,2024-01-11 11:35:00,Moniepoint,2951.76,Web,Kano,Android,0
TRX-1026030,2024-01-25 21:25:00,Access,4632.16,POS,Enugu,iPhone,0
TRX-1026031,2024-01-31 05:09:00,Kuda,19891.86,Mobile App,Lagos,Web,0
TRX-1026032,2024-01-07 17:32:00,Access,11868.23,POS,Enugu,iPhone,0
TRX-1026033,2024-01-21 19:46:00,Zenith,8677.04,Mobile App,Enugu,iPhone,0
TRX-1026034,2024-01-08 01:20:00,Zenith,10367.0,Web,Kano,Web,0
TRX-1026035,2024-01-09 07:51:00,OPay,18936.0,USSD,Lagos,iPhone,0
TRX-1026036,2024-01-24 01:35:00,Moniepoint,3574.73,Mobile App,Lagos,Feature Phone,0
TRX-1026037,2024-01-22 20:09:00,OPay,181999.13,Mobile App,Lagos,Web,0
TRX-1026038,2024-01-28 03:15:00,OPay,8429.43,USSD,Ibadan,Android,0
TRX-1026039,2024-01-07 00:18:00,Access,2186.04,Mobile App,Enugu,Web,0
TRX-1026040,2024-01-18 15:15:00,Moniepoint,5804.76,POS,Abuja,Web,0
TRX-1026041,2024-01-09 02:34:00,Access,2483.21,POS,Ibadan,Feature Phone,0
TRX-1026042,2024-01-12 14:46:00,Access,9628.67,Mobile App,Ibadan,Android,0
TRX-1026043,2024-01-18 02:47:00,Zenith,482539.02,POS,Lagos,Android,0
TRX-1026044,2024-01-11 04:50:00,Zenith,15037.98,Mobile App,Abuja,Feature Phone,0
TRX-1026045,2024-01-20 09:20:00,Moniepoint,12144.08,USSD,Enugu,Web,0
TRX-1026046,2024-01-23 00:59:00,Moniepoint,9205.14,POS,Kano,Web,0
TRX-1026047,2024-01-26 21:33:00,OPay,15871.54,Web,Port Harcourt,Feature Phone,0
TRX-1026048,2024-01-03 08:39:00,OPay,473142.9,USSD,Port Harcourt,Feature Phone,0
TRX-1026049,2024-01-29 04:37:00,OPay,16053.14,Mobile App,Port Harcourt,Android,0
TRX-1026050,2024-01-08 18:44:00,Access,13576.8,POS,Ibadan,Feature Phone,0
TRX-1026051,2024-01-04 06:22:00,Moniepoint,17837.62,POS,Enugu,Web,0
TRX-1026052,2024-01-15 08:48:00,Access,8373.63,Web,Kano,Android,0
TRX-1026053,2024-01-09 02:07:00,Access,14954.4,POS,Ibadan,Feature Phone,0
TRX-1026054,2024-01-20 23:01:00,Kuda,5945.76,Web,Abuja,iPhone,0
TRX-1026055,2024-01-06 20:00:00,Zenith,5497.14,Mobile App,Enugu,iPhone,0
TRX-1026056,2024-01-03 12:02:00,Moniepoint,14781.35,POS,Enugu,Web,0
